"","LPI_final","CI_low","CI_high"
"1970",1,1,1
"1971",1.00635369695104,0.994734289967573,1.01666576190389
"1972",1.01426699018867,0.996471284554652,1.03217343311242
"1973",1.01907585770634,0.999999760250405,1.03973746134457
"1974",1.02110843923042,0.996936307600818,1.0462471515077
"1975",1.02338143814404,0.99869806138594,1.05172173945747
"1976",1.02201979809801,0.989757601987505,1.05283159539769
"1977",1.01363784297591,0.982823321708123,1.0467480162385
"1978",0.998974969300415,0.965792892813241,1.03415628902179
"1979",0.988567258558799,0.952277430208974,1.02379277000702
"1980",0.989320753039101,0.956056886194672,1.02535396119434
"1981",0.984330484706789,0.94624795177544,1.02241109002145
"1982",0.970851803183419,0.930142845148258,1.01089375418385
"1983",0.953183092401454,0.912771414023783,0.993057056360133
"1984",0.936794117851485,0.89577827980823,0.978087713497836
"1985",0.919612754607915,0.87804020028836,0.966391226334466
"1986",0.910287529535164,0.867758422633258,0.957526815938977
"1987",0.899595877514024,0.85437450210902,0.94994281339484
"1988",0.894645270448906,0.850315457722297,0.946460522274982
"1989",0.911101516843579,0.869796329662367,0.961953558112799
"1990",0.919430751102928,0.875429613569151,0.9721324126154
"1991",0.920683315421955,0.878131152560344,0.977848455385422
"1992",0.907608997410438,0.869317473678029,0.966748737088746
"1993",0.904036506553367,0.863822922578853,0.964978605988831
"1994",0.882989791697299,0.844827703446035,0.942163543371758
"1995",0.875754364745995,0.835023538723116,0.932129625173861
"1996",0.85755011304979,0.816961841984967,0.910551008480733
"1997",0.852745201872064,0.808708573165164,0.912057431848473
"1998",0.834672223087299,0.792922550948675,0.894204675994982
"1999",0.815646816634773,0.775846649087537,0.87645916122927
"2000",0.802348407662304,0.758131819296648,0.861610786737632
"2001",0.794241000560649,0.751492924255687,0.853450274047973
"2002",0.78896637049817,0.747728473650738,0.854880850911842
"2003",0.793416973653953,0.751500136244461,0.863373745884015
"2004",0.792062640082752,0.746766132565673,0.860794219269869
"2005",0.783107270354663,0.738634270773191,0.848371777470895
"2006",0.767350117143004,0.72141817147138,0.831975157457474
"2007",0.758980915799241,0.715477004041511,0.823776378089125
"2008",0.754079317721958,0.710242774614905,0.821912288143422
"2009",0.739704344806292,0.693463643309904,0.809401510657485
"2010",0.744340217027859,0.698118565073702,0.812733076960187
"2011",0.746283930434738,0.69817622006625,0.816422146572299
"2012",0.737664486128971,0.689022238727802,0.806904648354487
"2013",0.729859524004526,0.678467045140399,0.799001183583
"2014",0.709314846589369,0.651176134690738,0.781620110169272
"2015",0.713684653477877,0.65190625235946,0.775376757453721
"2016",0.718375747564896,0.663758948680424,0.793333598697805
